Datetime,CH2,CH3,T1,T2,T3,T4,T5,T6,T7,T8,T9
03-Aug-2023 14:28:02,0.000278,0.000163,20.3157863616943,19.676082611084,24.4660511016846,19.6017627716064,18.6913414001465,19.1186828613281,24.1937828063965,19.7132415771484,19.4605560302734
03-Aug-2023 14:28:07,0.000278,0.000163,20.3157863616943,19.6872310638428,24.4402961730957,19.5980472564697,18.6653327941895,19.1261138916016,24.2158584594727,19.7020950317383,19.4605560302734
03-Aug-2023 14:28:12,0.000278,0.000161,20.3157863616943,19.6798000335693,24.3814258575439,19.5906143188477,18.6801948547363,19.1186828613281,24.2563304901123,19.6946640014648,19.5497398376465
03-Aug-2023 14:28:17,0.000278,0.000161,20.3156509399414,19.672191619873,24.4327659606934,19.5978736877441,18.6317138671875,19.1147937774658,24.3003082275391,19.6870574951172,19.5681457519531
03-Aug-2023 14:28:22,0.000278,0.000161,20.3155136108398,19.6795082092285,24.4768009185791,19.6051902770996,18.6576080322266,19.1146774291992,24.296516418457,19.6943740844727,19.5754623413086
03-Aug-2023 14:28:27,0.000278,0.000161,20.3155136108398,19.6720771789551,24.4400081634521,19.5903244018555,18.6761894226074,19.1109619140625,24.2339668273926,19.6943740844727,19.5643138885498
03-Aug-2023 14:28:32,0.000276,0.000161,20.3155136108398,19.6720771789551,24.3553848266602,19.5977573394775,18.7393608093262,19.1109619140625,24.2192497253418,19.6980895996094,19.5903244018555
03-Aug-2023 14:28:37,0.000275,0.000161,20.3155136108398,19.6757926940918,24.3774604797363,19.6014747619629,18.7616577148438,19.1221084594727,24.1603813171387,19.6943740844727,19.5345840454102
03-Aug-2023 14:28:42,0.000275,0.000161,20.3153762817383,19.6719226837158,24.4361763000488,19.6050338745117,18.7837982177734,19.1070899963379,24.1381530761719,19.6867866516113,19.5047016143799
03-Aug-2023 14:28:47,0.000275,0.000161,20.3153762817383,19.6682052612305,24.4876861572266,19.6161842346191,18.8692665100098,19.11452293396,24.1381530761719,19.6942176818848,19.5084190368652
03-Aug-2023 14:28:53,0.000275,0.00016,20.3150997161865,19.6679363250732,24.5389289855957,19.61962890625,18.9098739624023,19.1179676055908,24.1121292114258,19.6939468383789,19.5267276763916
03-Aug-2023 14:28:58,0.000275,0.00016,20.3150997161865,19.6679363250732,24.4543037414551,19.6010475158691,18.8578491210938,19.1105365753174,24.1893939971924,19.6865158081055,19.5676040649414
03-Aug-2023 14:29:03,0.000275,0.00016,20.3150997161865,19.6679363250732,24.4285507202148,19.6084785461426,18.8206882476807,19.1105365753174,24.2593002319336,19.6902313232422,19.6382064819336
03-Aug-2023 14:29:08,0.000275,0.00016,20.314962387085,19.6678199768066,24.4762649536133,19.6046485900879,18.7722644805908,19.1178512573242,24.2407913208008,19.6826839447021,19.6566715240479
03-Aug-2023 14:29:13,0.000275,0.00016,20.314826965332,19.667667388916,24.4577178955078,19.6007804870605,18.7535305023193,19.1102676391602,24.2921485900879,19.6862468719482,19.5710506439209
03-Aug-2023 14:29:18,0.000273,0.00016,20.314826965332,19.6639499664307,24.4577178955078,19.6044960021973,18.6940746307373,19.1214141845703,24.2884712219238,19.689962387085,19.5153121948242
03-Aug-2023 14:29:23,0.000273,0.00016,20.3146896362305,19.6564025878906,24.3913764953613,19.5895156860352,18.6345024108887,19.0990028381348,24.2478828430176,19.6712684631348,19.5969467163086
03-Aug-2023 14:29:28,0.000273,0.00016,20.3146896362305,19.6712684631348,24.339864730835,19.5932312011719,18.6419353485107,19.1064338684082,24.2920341491699,19.6786994934082,19.544921875
03-Aug-2023 14:29:33,0.000273,0.00016,20.3145523071289,19.6859588623047,24.3948841094971,19.5930595397949,18.7346611022949,19.109977722168,24.2845058441162,19.6896743774414,19.5113067626953
03-Aug-2023 14:29:38,0.000273,0.000158,20.3144149780273,19.6635475158691,24.383731842041,19.5892276763916,18.7271137237549,19.0987148284912,24.1887283325195,19.678409576416,19.4963264465332
03-Aug-2023 14:29:43,0.000273,0.000158,20.3144149780273,19.6672630310059,24.420524597168,19.5892276763916,18.7085342407227,19.0949993133545,24.1335391998291,19.6858425140381,19.5111904144287
03-Aug-2023 14:29:48,0.000273,0.000158,20.3142757415771,19.6633739471436,24.4534645080566,19.5890522003174,18.7343730926514,19.0911102294922,24.0855350494385,19.6856689453125,19.4887199401855
03-Aug-2023 14:29:53,0.000273,0.000158,20.3141384124756,19.6744041442871,24.4349555969238,19.6000843048096,18.7491207122803,19.1021404266357,24.1332530975342,19.6818351745605,19.5220489501953
03-Aug-2023 14:29:58,0.000273,0.000158,20.3141384124756,19.6744041442871,24.4570293426514,19.6038017272949,18.7416896820068,19.1095733642578,24.1590061187744,19.6855545043945,19.5109024047852
03-Aug-2023 14:30:03,0.00027,0.000158,20.3140029907227,19.6631050109863,24.3759346008301,19.5813522338867,18.7489681243896,19.0945568084717,24.1919689178467,19.6742515563965,19.5293273925781
03-Aug-2023 14:30:08,0.00027,0.000158,20.3140029907227,19.6705360412598,24.3906517028809,19.5999317169189,18.7229557037354,19.1094207763672,24.236120223999,19.6816844940186,19.5590553283691
03-Aug-2023 14:30:13,0.00027,0.000158,20.3138656616211,19.6555557250977,24.3794975280762,19.5812358856201,18.6819629669189,19.0870094299316,24.2360057830811,19.6667041778564,19.5069160461426
